item_id,timestamp,target_value,ao,jaw,teeth,lips,fdbb,price_peak_bellow,ao_peak_bellow
SPX500_D1_0006272100,2000-06-27 21:00:00,0.0,0.0288767453,1445.3712902422,1459.7464413579,1468.0235668543,0.0,0,0
SPX500_D1_0006282100,2000-06-28 21:00:00,0.0,0.0207158192,1447.3115756081,1461.6650111882,1464.2438534835,0.0,0,0
SPX500_D1_0006292100,2000-06-29 21:00:00,0.0,0.0125087929,1449.3637620998,1461.9043847896,1461.5090827868,0.0,0,0
SPX500_D1_0006302100,2000-06-30 21:00:00,0.0,0.0104378475,1451.6242419383,1460.3069616909,1460.6062662294,0.0,0,0
SPX500_D1_0007032100,2000-07-03 21:00:00,0.0,0.0123022553,1453.4296848661,1459.0898414796,1460.3000129835,0.0,0,0
SPX500_D1_0007052100,2000-07-05 21:00:00,0.0,0.0121985887,1454.210478338,1458.8279862946,1457.2170103868,0.0,0,0
SPX500_D1_0007062100,2000-07-06 21:00:00,0.0,0.0096550827,1453.8192876966,1458.8588630078,1455.1126083095,0.0,0,0
SPX500_D1_0007072100,2000-07-07 21:00:00,0.0,0.0166935545,1453.5693424891,1457.1121301318,1456.1330866476,0.0,0,0
SPX500_D1_0007102100,2000-07-10 21:00:00,-118.0,0.0246394718,1453.8328546054,1455.8099888653,1456.1054693181,0.0,0,0
SPX500_D1_0007112100,2000-07-11 21:00:00,0.0,0.0266052998,1454.2360965588,1456.3606152572,1455.0053754544,0.0,0,0
SPX500_D1_0007122100,2000-07-12 21:00:00,0.0,0.0324980097,1453.5167814389,1456.31491335,1458.0833003636,0.0,0,0
SPX500_D1_0007132100,2000-07-13 21:00:00,0.0,0.041452278,1452.9920290205,1455.6011741813,1462.5986402908,0.0,0,0
SPX500_D1_0007142100,2000-07-14 21:00:00,0.0,0.0464740948,1453.5476421728,1457.4504024086,1466.0039122327,0.0,0,0
SPX500_D1_0007172100,2000-07-17 21:00:00,-121.0,0.0501049537,1453.7359004672,1460.3516021075,1470.6601297861,0.0,0,0
SPX500_D1_0007182100,2000-07-18 21:00:00,0.0,0.0521699084,1453.4950619697,1462.7607768441,1475.6321038289,0.0,0,0
SPX500_D1_0007192100,2000-07-19 21:00:00,0.0,0.0487511098,1454.7950572028,1466.0763047386,1480.9606830631,0.0,0,0
SPX500_D1_0007202100,2000-07-20 21:00:00,0.0,0.0449330426,1456.7846681872,1469.7567666463,1487.0265464505,0.0,0,0
SPX500_D1_0007212100,2000-07-21 21:00:00,0.0,0.0390192249,1458.5416167882,1473.8215458155,1489.8052371604,0.0,0,0
SPX500_D1_0007242100,2000-07-24 21:00:00,0.0,0.0272382044,1460.9064924199,1478.5051025885,1489.3991897283,0.0,0,0
SPX500_D1_0007252100,2000-07-25 21:00:00,0.0,0.0171430885,1463.569069926,1481.306964765,1489.9073517827,0.0,0,0
SPX500_D1_0007262100,2000-07-26 21:00:00,0.0,0.0094657215,1466.5464491625,1482.1154691694,1489.2738814261,0.0,0,0
SPX500_D1_0007272100,2000-07-27 21:00:00,0.0,-0.0017399143,1469.9882607654,1483.3435355232,1486.3871051409,0.0,0,0
SPX500_D1_0007282100,2000-07-28 21:00:00,0.0,-0.0167804191,1472.3676253219,1483.7680935828,1483.1616841127,0.0,0,0
SPX500_D1_0007312100,2000-07-31 21:00:00,0.0,-0.0304001999,1473.5528079894,1482.6520818849,1479.2183472902,0.0,0,0
SPX500_D1_0008012100,2000-08-01 21:00:00,0.0,-0.0402809623,1474.9672073749,1481.1030716493,1474.3986778321,0.0,0,0
SPX500_D1_0008022100,2000-08-02 21:00:00,0.0,-0.0453837467,1475.8728068076,1478.8958126932,1466.5759422657,0.0,0,0
SPX500_D1_0008032100,2000-08-03 21:00:00,-288.0,-0.0486874122,1475.7933601301,1475.9238361065,1458.8967538126,1.0,0,0
SPX500_D1_0008042100,2000-08-04 21:00:00,0.0,-0.0411076743,1475.3677170431,1470.8439815932,1454.3674030501,0.0,0,0
SPX500_D1_0008072100,2000-08-07 21:00:00,0.0,-0.027405241,1474.4505849629,1465.510983894,1452.00192244,0.0,0,0
SPX500_D1_0008082100,2000-08-08 21:00:00,0.0,-0.0139568026,1472.9636168888,1461.8533609073,1449.563537952,0.0,0,0
SPX500_D1_0008092100,2000-08-09 21:00:00,-190.0,-0.0020351886,1470.0652617435,1459.4391907939,1451.0748303616,0.0,0,0
SPX500_D1_0008102100,2000-08-10 21:00:00,0.0,0.0065992342,1466.8433185325,1456.9855419446,1455.0118642893,0.0,0,0
SPX500_D1_0008112100,2000-08-11 21:00:00,0.0,0.0081985082,1464.4899863377,1457.0023492016,1459.7024914314,0.0,0,0
SPX500_D1_0008142100,2000-08-14 21:00:00,0.0,0.0097889366,1462.8015258502,1458.7220555514,1463.9309931452,0.0,0,0
SPX500_D1_0008152100,2000-08-15 21:00:00,-104.0,0.0113533899,1461.0329469386,1461.1899236074,1464.6487945161,0.0,0,0
SPX500_D1_0008162100,2000-08-16 21:00:00,-203.0,0.0117107706,1460.7319510203,1463.6468081565,1464.5970356129,0.0,0,0
SPX500_D1_0008172100,2000-08-17 21:00:00,0.0,0.0166409957,1461.5033394033,1464.130957137,1467.6976284903,0.0,0,0
SPX500_D1_0008182100,2000-08-18 21:00:00,-105.0,0.0239129631,1462.8080825261,1464.1633374948,1471.7441027923,0.0,0,0
SPX500_D1_0008212100,2000-08-21 21:00:00,0.0,0.0275657721,1464.1955377164,1466.155420308,1474.5782822338,0.0,0,0
SPX500_D1_0008222100,2000-08-22 21:00:00,-110.0,0.0301442861,1464.4512655844,1468.8772427695,1477.579625787,0.0,0,0
SPX500_D1_0008232100,2000-08-23 21:00:00,0.0,0.0318699258,1464.4465528471,1471.0069624233,1480.9097006296,0.0,0,0
SPX500_D1_0008242100,2000-08-24 21:00:00,0.0,0.0354833275,1465.6506641666,1473.3292171204,1484.1247605037,0.0,0,0
SPX500_D1_0008252100,2000-08-25 21:00:00,-84.0,0.0389335771,1467.3644592307,1475.9418149803,1487.886808403,0.0,0,0
SPX500_D1_0008282100,2000-08-28 21:00:00,4000.0,0.0430655927,1468.7914239053,1478.5722131078,1489.9814467224,0.0,0,0
SPX500_D1_0008292100,2000-08-29 21:00:00,0.0,0.0443947718,1470.3909297587,1481.6175614693,1493.2261573779,0.0,0,0
SPX500_D1_0008302100,2000-08-30 21:00:00,0.0,0.0461430169,1472.2247043926,1483.7103662857,1496.4369259023,0.0,0,0
SPX500_D1_0008312100,2000-08-31 21:00:00,0.0,0.0480479085,1474.1293425163,1486.5221954999,1500.1895407219,0.0,0,0
SPX500_D1_0009012100,2000-09-01 21:00:00,4123.0,0.0518147274,1476.3451623227,1489.3669210625,1502.1886325775,0.0,0,0
SPX500_D1_0009052100,2000-09-05 21:00:00,0.0,0.0503483245,1478.0386113748,1492.5960559296,1502.808906062,0.0,0,0
SPX500_D1_0009062100,2000-09-06 21:00:00,0.0,0.0471767345,1480.2052566537,1494.7946739384,1505.0271248496,0.0,0,0
SPX500_D1_0009072100,2000-09-07 21:00:00,0.0,0.0447888454,1482.4417753726,1496.1065896961,1508.5836998797,0.0,0,0
SPX500_D1_0009082100,2000-09-08 21:00:00,0.0,0.0387116416,1484.9616388055,1498.3307659841,1509.3189599037,0.0,0,0
SPX500_D1_0009112100,2000-09-11 21:00:00,0.0,0.0288862461,1486.9018973589,1501.3906702361,1507.928167923,0.0,0,0
SPX500_D1_0009122100,2000-09-12 21:00:00,0.0,0.0204165666,1488.3163667929,1502.7493364566,1506.1015343384,0.0,0,0
SPX500_D1_0009132100,2000-09-13 21:00:00,-138.0,0.0126678732,1490.284338578,1502.7012943995,1504.1202274707,1.0,0,0
SPX500_D1_0009142100,2000-09-14 21:00:00,0.0,0.0069999069,1492.7863125336,1502.2130075996,1502.2731819766,0.0,0,0
SPX500_D1_0009152100,2000-09-15 21:00:00,0.0,-0.0028013387,1494.2842884925,1501.4607566496,1499.4785455813,0.0,0,0
SPX500_D1_0009182100,2000-09-18 21:00:00,0.0,-0.0167922133,1494.9058816854,1500.6387870684,1495.688836465,0.0,0,0
SPX500_D1_0009192100,2000-09-19 21:00:00,0.0,-0.02885531,1495.2050446327,1499.0964386849,1493.640069172,0.0,0,0
SPX500_D1_0009202100,2000-09-20 21:00:00,-295.0,-0.0400825682,1495.2811950455,1496.7756338493,1489.0300553376,1.0,0,0
SPX500_D1_0009212100,2000-09-21 21:00:00,0.0,-0.0533234862,1495.2507185036,1495.3593046181,1482.1930442701,0.0,0,0
SPX500_D1_0009222100,2000-09-22 21:00:00,-280.0,-0.0635972456,1494.7160478495,1492.2631415408,1476.3214354161,1.0,0,0
SPX500_D1_0009252100,2000-09-25 21:00:00,0.0,-0.065070154,1493.6248133995,1487.5858738482,1470.2011483329,0.0,0,0
SPX500_D1_0009262100,2000-09-26 21:00:00,0.0,-0.0682654258,1492.9955969842,1483.2420146172,1465.0679186663,0.0,0,0
SPX500_D1_0009272100,2000-09-27 21:00:00,0.0,-0.0713420544,1491.2720895238,1478.5517627901,1459.067334933,0.0,0,0
SPX500_D1_0009282100,2000-09-28 21:00:00,0.0,-0.0704834702,1488.4700057143,1474.2996674413,1456.5888679464,0.0,0,0
SPX500_D1_0009292100,2000-09-29 21:00:00,0.0,-0.0657924973,1485.7288514286,1469.3953340111,1452.6000943571,0.0,0,0
SPX500_D1_0010022100,2000-10-02 21:00:00,0.0,-0.0666603484,1482.6512474725,1466.5552922597,1447.7460754857,0.0,0,0
SPX500_D1_0010032100,2000-10-03 21:00:00,0.0,-0.0633358092,1479.7192284362,1462.8165057273,1446.9438603886,0.0,0,0
SPX500_D1_0010042100,2000-10-04 21:00:00,-237.0,-0.0606895725,1476.2842877873,1458.5056925114,1447.0130883109,1.0,0,0
SPX500_D1_0010052100,2000-10-05 21:00:00,0.0,-0.0601045465,1474.0066502652,1456.6593559474,1445.1534706487,0.0,0,0
SPX500_D1_0010062100,2000-10-06 21:00:00,0.0,-0.0652667227,1471.1326771678,1455.488186454,1444.1327765189,0.0,0,0
SPX500_D1_0010092100,2000-10-09 21:00:00,-171.99999999999997,-0.0724360531,1467.8401635395,1453.2665381473,1440.9362212152,1.0,0,0
SPX500_D1_0010102100,2000-10-10 21:00:00,0.0,-0.0813580748,1465.9859201904,1451.6144708789,1440.3459769721,0.0,0,0
SPX500_D1_0010112100,2000-10-11 21:00:00,0.0,-0.0943062925,1464.5477724834,1448.681412019,1436.3127815777,0.0,0,0
SPX500_D1_0010122100,2000-10-12 21:00:00,0.0,-0.1145913453,1462.4837130616,1447.3443605166,1429.2672252622,0.0,0,0
SPX500_D1_0010132100,2000-10-13 21:00:00,-474.0,-0.1293387755,1460.7580428261,1443.948815452,1422.6817802097,1.0,0,0
SPX500_D1_0010162100,2000-10-16 21:00:00,0.0,-0.1318198475,1458.2497318395,1438.5908385205,1411.8144241678,0.0,0,0
SPX500_D1_0010172100,2000-10-17 21:00:00,0.0,-0.1359042654,1456.6909063134,1433.3094837055,1399.7505393342,0.0,0,0
SPX500_D1_0010182100,2000-10-18 21:00:00,-509.0,-0.1395726127,1453.8823750585,1425.1889232423,1389.8984314674,1.0,0,0
SPX500_D1_0010192100,2000-10-19 21:00:00,0.0,-0.1280261642,1449.8210385155,1415.977182837,1386.3727451739,0.0,0,0
SPX500_D1_0010202100,2000-10-20 21:00:00,0.0,-0.1077893176,1445.7071124759,1407.7912849824,1381.4311961391,0.0,0,0
SPX500_D1_0010232100,2000-10-23 21:00:00,0.0,-0.0944281183,1439.756180747,1403.3511243596,1371.3889569113,0.0,0,0
SPX500_D1_0010242100,2000-10-24 21:00:00,-275.0,-0.0769252622,1432.966859151,1398.1403588146,1370.317165529,0.0,0,0
SPX500_D1_0010252100,2000-10-25 21:00:00,0.0,-0.0557948234,1426.6224853702,1389.7753139628,1375.3197324232,0.0,0,0
SPX500_D1_0010262100,2000-10-26 21:00:00,-350.0,-0.0526304409,1422.4415249571,1386.8071497175,1379.7267859386,1.0,0,0
SPX500_D1_0010272100,2000-10-27 21:00:00,0.0,-0.0536661242,1417.7664076527,1387.8725060028,1384.1584287509,0.0,0,0
SPX500_D1_0010302200,2000-10-30 22:00:00,0.0,-0.050969201,1411.1089916794,1389.0578177524,1383.3607430007,0.0,0,0
SPX500_D1_0010312200,2000-10-31 22:00:00,0.0,-0.043608918,1407.6413769348,1390.6612155334,1377.7375944006,0.0,0,0
SPX500_D1_0011012200,2000-11-01 22:00:00,0.0,-0.0278631058,1406.6943479399,1389.3498135917,1377.0600755204,0.0,0,0
SPX500_D1_0011022200,2000-11-02 22:00:00,0.0,-0.0029323846,1405.9759365599,1385.0867118927,1379.9700604164,0.0,0,0
SPX500_D1_0011032200,2000-11-03 22:00:00,0.0,0.0151445459,1405.6612491322,1383.7446229061,1387.0640483331,0.0,0,0
SPX500_D1_0011062200,2000-11-06 22:00:00,3245.0,0.029269836,1403.7003838143,1384.7277950429,1393.6562386665,0.0,0,0
SPX500_D1_0011072200,2000-11-07 22:00:00,0.0,0.0345687679,1399.9730465978,1388.5668206625,1400.3649909332,0.0,0,0
SPX500_D1_0011082200,2000-11-08 22:00:00,3055.0,0.0365316005,1398.0020430134,1392.4990930797,1405.7049927465,0.0,0,0
SPX500_D1_0011092200,2000-11-09 22:00:00,-396.0,0.0266605262,1397.510347397,1396.8367064447,1411.1819941972,1.0,0,0
SPX500_D1_0011102200,2000-11-10 22:00:00,0.0,0.0156317088,1398.8895514434,1400.6152431391,1414.8935953578,0.0,0,0
SPX500_D1_0011132200,2000-11-13 22:00:00,-374.0,-0.0074897843,1400.5153551785,1404.6745877468,1416.5208762862,1.0,0,0
SPX500_D1_0011142200,2000-11-14 22:00:00,0.0,-0.0235931645,1402.5680201648,1407.8077642784,1411.112701029,0.0,0,0
SPX500_D1_0011152200,2000-11-15 22:00:00,0.0,-0.0328510847,1404.452403229,1409.7105437436,1405.5011608232,0.0,0,0
SPX500_D1_0011162200,2000-11-16 22:00:00,0.0,-0.0320293337,1406.6552952883,1407.1817257757,1393.8609286585,0.0,0,0
SPX500_D1_0011172200,2000-11-17 22:00:00,0.0,-0.0329606483,1408.4310418046,1404.1658850537,1389.2207429268,0.0,0,0
SPX500_D1_0011202200,2000-11-20 22:00:00,0.0,-0.0266123669,1409.5540385889,1397.057649422,1388.4475943415,0.0,0,0
SPX500_D1_0011212200,2000-11-21 22:00:00,-222.0,-0.0309563959,1408.0098817743,1393.7579432442,1387.2660754732,1.0,0,0
SPX500_D1_0011222200,2000-11-22 22:00:00,0.0,-0.0422653238,1406.090275484,1392.7075753387,1383.8528603785,0.0,0,0
SPX500_D1_0011242200,2000-11-24 22:00:00,0.0,-0.0539256418,1401.5679466006,1391.4366284214,1378.0212883028,0.0,0,0
SPX500_D1_0011272200,2000-11-27 22:00:00,0.0,-0.0573839414,1399.1904122467,1388.7820498687,1371.3660306423,0.0,0,0
SPX500_D1_0011282200,2000-11-28 22:00:00,0.0,-0.0575535521,1398.1261497662,1384.5211686351,1364.0168245138,0.0,0,0
SPX500_D1_0011292200,2000-11-29 22:00:00,-231.0,-0.0575117579,1396.9272151688,1379.5491475557,1357.8324596111,1.0,0,0
SPX500_D1_0011302200,2000-11-30 22:00:00,0.0,-0.0611235683,1394.8712755404,1373.9330041113,1356.6929676888,0.0,0,0
SPX500_D1_0012012200,2000-12-01 22:00:00,0.0,-0.0636347341,1391.7807928066,1368.8282535974,1354.7323741511,0.0,0,0
SPX500_D1_0012042200,2000-12-04 22:00:00,0.0,-0.0711046743,1388.1626548984,1366.7415968977,1351.9518993209,0.0,0,0
SPX500_D1_0012052200,2000-12-05 22:00:00,0.0,-0.0693612966,1384.0439891369,1364.2601472855,1345.2425194567,0.0,0,0
SPX500_D1_0012062200,2000-12-06 22:00:00,0.0,-0.0642422251,1380.1248361264,1361.3313788748,1340.3630155653,0.0,0,0
SPX500_D1_0012072200,2000-12-07 22:00:00,0.0,-0.0544194038,1377.971771809,1355.9655815154,1336.5194124523,0.0,0,0
SPX500_D1_0012082200,2000-12-08 22:00:00,0.0,-0.0397780271,1375.5808662852,1351.575508826,1339.3685299618,0.0,0,0
SPX500_D1_0012112200,2000-12-11 22:00:00,0.0,-0.0211592221,1372.9077227248,1347.7716952228,1343.7638239695,0.0,0,0
SPX500_D1_0012122200,2000-12-12 22:00:00,0.0,-0.0121147662,1368.7152055921,1348.1458583199,1344.2870591756,0.0,0,0
SPX500_D1_0012132200,2000-12-13 22:00:00,2551.9999999999995,-0.0083006772,1365.0328820851,1349.7957510299,1347.8176473405,0.0,0,0
SPX500_D1_0012142200,2000-12-14 22:00:00,0.0,-0.0068393289,1361.6568911554,1349.3687821512,1353.5731178724,0.0,0,0
SPX500_D1_0012152200,2000-12-15 22:00:00,0.0,-0.0167867842,1360.8190533743,1350.9401843823,1357.9124942979,0.0,0,0
SPX500_D1_0012182200,2000-12-18 22:00:00,0.0,-0.0308401863,1360.859510807,1354.1470363345,1360.7599954383,0.0,0,0
SPX500_D1_0012192200,2000-12-19 22:00:00,0.0,-0.0423834523,1359.7457022834,1356.7874067927,1358.6549963506,0.0,0,0
SPX500_D1_0012202200,2000-12-20 22:00:00,0.0,-0.0642396042,1359.9144944154,1358.7077309436,1351.5549970805,0.0,0,0
SPX500_D1_0012212200,2000-12-21 22:00:00,-312.0,-0.0825015901,1361.1976102296,1357.6486395757,1345.6909976644,1.0,0,0
SPX500_D1_0012222200,2000-12-22 22:00:00,0.0,-0.0865257269,1362.2801017504,1353.3369346287,1341.7167981315,0.0,0,0
SPX500_D1_0012262200,2000-12-26 22:00:00,0.0,-0.0849871552,1363.0393246927,1349.4491928001,1330.0494385052,0.0,0,0
SPX500_D1_0012272200,2000-12-27 22:00:00,0.0,-0.0812975129,1362.0543766394,1346.4955437001,1317.9775508042,0.0,0,0
SPX500_D1_0012282200,2000-12-28 22:00:00,0.0,-0.0618744141,1359.0621168979,1338.6061007376,1312.4650406433,0.0,0,0
SPX500_D1_0012292200,2000-12-29 22:00:00,-226.0,-0.0402211024,1356.2292617519,1329.9915881454,1311.7300325147,0.0,0,0
SPX500_D1_0101022200,2001-01-02 22:00:00,0.0,-0.0337816037,1353.890087771,1325.0445146272,1313.6830260117,0.0,0,0
SPX500_D1_0101032200,2001-01-03 22:00:00,0.0,-0.0313277704,1348.4662348655,1323.0127002988,1317.1174208094,0.0,0,0
SPX500_D1_0101042200,2001-01-04 22:00:00,-211.0,-0.0240876753,1342.4065244913,1322.8229877615,1319.4549366475,0.0,0,0
SPX500_D1_0101052200,2001-01-05 22:00:00,0.0,-0.0258788378,1338.4071764535,1323.8269892913,1315.196949318,0.0,0,0
SPX500_D1_0101082200,2001-01-08 22:00:00,-221.0,-0.0346251176,1336.1289321109,1324.4492406299,1314.3955594544,1.0,0,0
SPX500_D1_0101092200,2001-01-09 22:00:00,0.0,-0.0298245343,1335.0032450255,1321.1637105511,1319.4544475635,0.0,0,0
SPX500_D1_0101102200,2001-01-10 22:00:00,-265.0,-0.0306848034,1334.6841492543,1319.9169967322,1318.5355580508,1.0,0,0
SPX500_D1_0101112200,2001-01-11 22:00:00,0.0,-0.035447009,1334.2319070039,1322.3886221407,1312.2924464407,0.0,0,0
SPX500_D1_0101122200,2001-01-12 22:00:00,-216.0,-0.0324754511,1331.4575295421,1321.4475443731,1310.5199571525,0.0,0,0
SPX500_D1_0101162200,2001-01-16 22:00:00,0.0,-0.0213073039,1329.8984888081,1317.1816013265,1308.519965722,0.0,0,0
SPX500_D1_0101172200,2001-01-17 22:00:00,-215.0,-0.0101418244,1330.6516819767,1315.4626511607,1311.0709725776,0.0,0,0
SPX500_D1_0101182200,2001-01-18 22:00:00,0.0,0.0027616038,1329.4369372093,1313.5948197656,1313.3367780621,0.0,0,0
SPX500_D1_0101192200,2001-01-19 22:00:00,-178.0,0.0102921058,1326.1971728085,1314.5548422949,1314.7834224497,0.0,0,0
SPX500_D1_0101222200,2001-01-22 22:00:00,0.0,0.0158952045,1324.4458518233,1315.535487008,1319.0597379597,0.0,0,0
SPX500_D1_0101232200,2001-01-23 22:00:00,0.0,0.0242402969,1322.605401683,1316.164801132,1323.2597903678,0.0,0,0
SPX500_D1_0101242200,2001-01-24 22:00:00,0.0,0.030939828,1322.503063092,1318.6648259905,1327.7368322942,0.0,0,0
SPX500_D1_0101252200,2001-01-25 22:00:00,0.0,0.0371223364,1322.4951351619,1321.3392227417,1330.9354658354,0.0,0,0
SPX500_D1_0101262200,2001-01-26 22:00:00,0.0,0.0390745918,1322.3470478417,1324.377444899,1335.0013726683,0.0,0,0
SPX500_D1_0101292200,2001-01-29 22:00:00,0.0,0.0430586659,1323.4099672385,1326.7965142866,1340.6880981346,0.0,0,0
SPX500_D1_0101302200,2001-01-30 22:00:00,0.0,0.0475418376,1324.6907389894,1329.8550750008,1344.7484785077,0.0,0,0
SPX500_D1_0101312200,2001-01-31 22:00:00,2613.9999999999995,0.051029716,1326.302605221,1334.0525656257,1345.8247828062,0.0,0,0
SPX500_D1_0102012200,2001-02-01 22:00:00,0.0,0.0531720346,1327.6431740501,1337.4197449225,1348.2498262449,0.0,0,0
SPX500_D1_0102022200,2001-02-02 22:00:00,0.0,0.0575740514,1329.4602375847,1339.0085268072,1351.787860996,0.0,0,0
SPX500_D1_0102052200,2001-02-05 22:00:00,-101.0,0.0549246323,1332.0736808475,1341.3762109563,1356.2332887968,1.0,0,0
SPX500_D1_0102062200,2001-02-06 22:00:00,0.0,0.0504397758,1334.29801309,1344.4466845867,1358.2706310374,0.0,0,0
SPX500_D1_0102072200,2001-02-07 22:00:00,0.0,0.039667855,1335.5158582369,1348.1427240134,1359.1265048299,0.0,0,0
SPX500_D1_0102082200,2001-02-08 22:00:00,0.0,0.0309678156,1337.2415614494,1350.4273835117,1357.2052038639,0.0,0,0
SPX500_D1_0102092200,2001-02-09 22:00:00,0.0,0.0160528807,1339.4491336456,1351.9427105728,1357.1231630912,0.0,0,0
SPX500_D1_0102122200,2001-02-12 22:00:00,0.0,0.0049277446,1342.1080464421,1351.6398717512,1354.3505304729,0.0,0,0
SPX500_D1_0102132200,2001-02-13 22:00:00,0.0,-0.0062492482,1343.9781967158,1352.2842627823,1351.7544243783,0.0,0,0
SPX500_D1_0102142200,2001-02-14 22:00:00,-160.0,-0.0161513055,1345.4067969684,1351.1562299345,1345.6545395027,1.0,0,0
SPX500_D1_0102152200,2001-02-15 22:00:00,0.0,-0.0219038432,1345.7231972016,1349.9329511927,1340.9836316021,0.0,0,0
SPX500_D1_0102162200,2001-02-16 22:00:00,0.0,-0.0245382389,1346.57487434,1346.3482072936,1338.1999052817,0.0,0,0
SPX500_D1_0102202200,2001-02-20 22:00:00,0.0,-0.0322416279,1346.3198840061,1343.3421813819,1333.1049242254,0.0,0,0
SPX500_D1_0102212200,2001-02-21 22:00:00,0.0,-0.0496098812,1345.939123698,1341.3075337092,1331.2049393803,0.0,0,0
SPX500_D1_0102222200,2001-02-22 22:00:00,-316.0,-0.068300621,1344.040344952,1337.7347169955,1326.9429515042,1.0,0,0
SPX500_D1_0102232200,2001-02-23 22:00:00,-374.0,-0.0918359849,1342.3680107249,1335.9685023711,1320.1143612034,1.0,0,0
SPX500_D1_0102262200,2001-02-26 22:00:00,0.0,-0.1065864105,1341.1908560537,1332.7093145747,1309.7044889627,0.0,0,0
SPX500_D1_0102272200,2001-02-27 22:00:00,0.0,-0.1150651696,1339.0011748188,1327.7206502529,1296.5905911702,0.0,0,0
SPX500_D1_0102282200,2001-02-28 22:00:00,0.0,-0.119247591,1337.8168536789,1320.2636939712,1284.0984729361,0.0,0,0
SPX500_D1_0103012200,2001-03-01 22:00:00,-268.99999999999994,-0.1210075365,1335.6690187805,1310.7476072248,1278.2187783489,1.0,0,0
SPX500_D1_0103022200,2001-03-02 22:00:00,0.0,-0.1165910111,1332.3714019513,1301.1704063217,1275.0770226791,0.0,0,0
SPX500_D1_0103052200,2001-03-05 22:00:00,0.0,-0.1178756815,1327.4247556473,1295.3616055315,1269.3736181433,0.0,0,0
SPX500_D1_0103062200,2001-03-06 22:00:00,0.0,-0.1173557571,1321.0178513668,1291.2551548401,1261.0848945146,0.0,0,0
SPX500_D1_0103072200,2001-03-07 22:00:00,0.0,-0.1098313393,1314.3341704924,1285.6682604851,1255.9429156117,0.0,0,0
SPX500_D1_0103082200,2001-03-08 22:00:00,0.0,-0.0953214765,1309.7469266084,1278.4509779244,1252.4133324894,0.0,0,0
SPX500_D1_0103092200,2001-03-09 22:00:00,0.0,-0.0871189901,1306.1133168693,1273.0664806839,1252.8136659915,0.0,0,0
SPX500_D1_0103122200,2001-03-12 22:00:00,0.0,-0.0911952644,1301.5322924947,1268.7200455984,1254.0169327932,0.0,0,0
SPX500_D1_0103132200,2001-03-13 22:00:00,-263.0,-0.1055962656,1295.8705776874,1266.9319148986,1255.6235462346,1.0,0,0
SPX500_D1_0103142200,2001-03-14 22:00:00,0.0,-0.1230478266,1291.2170717115,1265.9191755363,1253.8148369876,0.0,0,0
SPX500_D1_0103152200,2001-03-15 22:00:00,0.0,-0.1422167901,1287.1461431183,1265.4355285942,1244.0718695901,0.0,0,0
SPX500_D1_0103162200,2001-03-16 22:00:00,0.0,-0.1605741586,1284.6283628784,1263.07858752,1232.1904956721,0.0,0,0
SPX500_D1_0103192200,2001-03-19 22:00:00,-263.0,-0.1655706555,1282.6438734262,1255.83126408,1221.0533965377,1.0,0,0
SPX500_D1_0103202200,2001-03-20 22:00:00,0.0,-0.1634087268,1281.0597293165,1246.93548107,1211.7177172301,0.0,0,0
SPX500_D1_0103212200,2001-03-21 22:00:00,0.0,-0.1656852738,1278.407442446,1238.1316709362,1201.5941737841,0.0,0,0
SPX500_D1_0103222200,2001-03-22 22:00:00,-431.0,-0.1761453523,1272.7684084117,1230.1620870692,1193.3433390273,1.0,0,0
SPX500_D1_0103232200,2001-03-23 22:00:00,0.0,-0.1752393108,1265.9912231493,1221.5293261855,1186.9496712218,0.0,0,0
SPX500_D1_0103262200,2001-03-26 22:00:00,0.0,-0.169212466,1259.1076675224,1213.8806604124,1176.3727369775,0.0,0,0
SPX500_D1_0103272200,2001-03-27 22:00:00,0.0,-0.1584974097,1252.5897700207,1207.3174528608,1161.644189582,0.0,0,0
SPX500_D1_0103282200,2001-03-28 22:00:00,0.0,-0.1403092775,1245.5520954037,1198.1608962532,1155.2563516656,0.0,0,0
SPX500_D1_0103292200,2001-03-29 22:00:00,0.0,-0.1165871265,1238.9973188342,1186.2320342216,1154.1900813325,0.0,0,0
SPX500_D1_0103302200,2001-03-30 22:00:00,0.0,-0.1012132036,1233.0263712316,1179.1661549439,1156.783065066,0.0,0,0
SPX500_D1_0104022100,2001-04-02 21:00:00,0.0,-0.0921725387,1225.4139580599,1175.5110105759,1158.4264520528,0.0,0,0
SPX500_D1_0104032100,2001-04-03 21:00:00,0.0,-0.0966662408,1215.9767305168,1174.4665092539,1156.5361616422,0.0,0,0
SPX500_D1_0104042100,2001-04-04 21:00:00,0.0,-0.1061087484,1209.340443554,1173.2831955972,1155.8919293138,0.0,1,0
SPX500_D1_0104052100,2001-04-05 21:00:00,0.0,-0.1038031373,1204.7700248191,1170.2446711475,1155.415543451,0.0,0,0
SPX500_D1_0104062100,2001-04-06 21:00:00,0.0,-0.101347432,1201.8765613715,1168.1284622541,1148.9384347608,0.0,0,0
SPX500_D1_0104092100,2001-04-09 21:00:00,0.0,-0.0995122755,1199.0399028044,1166.3011544723,1140.0997478087,0.0,0,0
SPX500_D1_0104102100,2001-04-10 21:00:00,0.0,-0.0838410657,1195.1887564348,1160.8922601633,1137.5517982469,0.0,0,0
SPX500_D1_0104112100,2001-04-11 21:00:00,-220.0,-0.0592644023,1191.9676982476,1153.8738526429,1137.1144385975,0.0,0,0
